"Project: Project Name","Stage Reason","Dealertrack ID","Start Date","Service Account(s) (DMKT)","Service Account (DMKT)"
"BOA - TX - AutoNation Acura Gulf Freeway - Project -","AutoNation","102683","11/13/2017","",""
"BOA - NEW YORK - Canandaigua Chrysler Dodge Jeep","Inventory Delay","102775","9/24/2019","",""
"BOA - FL - AutoNation Ford St. Petersburg - Project -","AutoNation","102899","11/13/2017","",""
"BOA - FL - AutoNation Lincoln Clearwater - Project -","AutoNation","102900","11/9/2017","",""
"BOA - DELAWARE - Carman Ford Lincoln","No Dealer Contact Info","102920","12/2/2019","",""
"BOA - CALIFORNIA - Century West BMW","Inventory Delay","103117","7/23/2019","",""
"BOA - NV - BMW of Henderson - Project -","AutoNation","103134","11/13/2017","",""
"BOA - TX - AutoNation Chevrolet West Austin - Project -","AutoNation","103138","11/13/2017","",""
"BOA - TX - AutoNation Toyota Scion South Austin - Project -","AutoNation","103149","11/13/2017","",""
"BOA - TX - AutoNation Chevrolet Gulf Freeway - Project -","AutoNation","103202","11/13/2017","",""
"BOA - TX - AutoNation Ford Gulf Freeway - Project -","AutoNation","103204","11/13/2017","",""
"BOA - FL -  AutoNation Chevrolet Airport - Project -","AutoNation","103306","11/13/2017","",""
"BOA - GA - AutoNation Ford Marietta - Project -","AutoNation","103349","11/13/2017","",""
"BOA - FLORIDA - Claude Nolan Cadillac/Ol","RouteOne","103462","7/9/2019","",""
"BOA - FL - AutoNation Cadillac Port Richey - Project -","AutoNation","103572","11/13/2017","",""
"BOA - VA - AutoNation Honda Dulles - Project -","AutoNation","103603","11/13/2017","",""
"BOA - CALIFORNIA - Colley Ford","RouteOne","103629","6/28/2019","",""
"BOA - CALIFORNIA - Conejo Auto Imports Inc","Inventory Delay","103757","1/29/2020","","neftinwestlakemazdalend"
"BOA - FL - AutoNation Ford Panama City - Project -","AutoNation","103846","11/9/2017","",""
"BOA - CA - AutoNation Honda Costa Mesa - Project -","AutoNation","103903","11/13/2017","",""
"BOA - CO - AutoNation Ford Littleton - Project -","AutoNation","103990","11/13/2017","",""
"BOA - TN - AutoNation Honda Covington Pike - Project -","AutoNation","104044","11/9/2017","",""
"BOA - LOUISIANA - Crown Buick INC","Inventory Delay","104208","9/16/2019","",""
"BOA - FL - AutoNation Honda Clearwater - Project -","AutoNation","104376","11/9/2017","",""
"BOA - NV - AutoNation Buick GMC West Sahara - Project -","AutoNation","104823","11/13/2017","",""
"BOA - NV - AutoNation Buick GMC Henderson - Project -","AutoNation","104827","11/9/2017","",""
"BOA - TN - AutoNation Gmc Mendenhall - Project -","AutoNation","105020","11/9/2017","",""
"BOA - TN - AutoNation Ford Memphis - Project -","AutoNation","105022","11/9/2017","",""
"BOA - AZ - AutoNation Honda Tucson Auto Mall - Project -","AutoNation","105024","11/13/2017","",""
"BOA - WA - AutoNation Chrysler Dodge Jeep Ram Bellevue - Project -","AutoNation","105040","11/9/2017","",""
"BOA - FL - AutoNation Acura of North Orlando - Project -","AutoNation","105128","11/9/2017","",""
"BOA - FL - AutoNation Chevrolet West Colonial - Project -","AutoNation","105131","11/9/2017","",""
"BOA - COLORADO - Ed Carroll Motor Company Incor","Inventory Delay","105466","10/3/2019","",""
"BOA - CA - AutoNation Honda Fremont - Project -","AutoNation","105532","11/9/2017","",""
"BOA - TEXAS - Randall Dodge Chrysler Jeep","RouteOne","105573","3/20/2018","",""
"BOA - FL - AutoNation Ford Sanford - Project -","AutoNation","106118","11/9/2017","",""
"BOA - FL - AutoNation Ford Bradenton - Project -","AutoNation","106119","11/13/2017","",""
"BOA - MICHIGAN - Fox Toyota of Rochester Hills","Inventory Delay","106312","10/2/2019","",""
"BOA - MD - AutoNation Buick GMC Laurel - Project -","AutoNation","106316","11/13/2017","",""
"BOA - IL - Mercedes-Benz Of Naperville - Project -","AutoNation","106351","11/9/2017","",""
"BOA - NEW HAMPSHIRE - Gary Blake Motors","DT Enrollment Needed","106796","3/26/2019","",""
"BOA - GA - AutoNation Ford Lincoln Union City - Project -","AutoNation","106865","11/13/2017","",""
"BOA - GA - AutoNation Nissan Marietta - Project -","AutoNation","106938","11/9/2017","",""
"BOA - AL - AutoNation Honda at Bel Air Mall - Project -","AutoNation","107200","11/13/2017","",""
"BOA - TEXAS - Grand Prairie Ford","RouteOne","107225","5/16/2019","",""
"BOA - TEXAS - Greg Lair Buick GMC","Inventory Delay","107321","2/28/2020","greglairinclend","greglairinclend"
"BOA - FL - Lexus Of Tampa Bay - Project -","AutoNation","107414","11/9/2017","",""
"BOA - TENNESSEE - Harper Audi","Inventory Delay","107488","3/19/2020","","harperaudilend"
"BOA - PENNSYLVANIA - Haldeman Ford Lincoln","RouteOne","107513","6/28/2019","",""
"BOA - MINNESOTA - Hastings Automotive Inc","RouteOne","107737","5/16/2019","",""
"BOA - NEW YORK - Hempstead Ford Lincoln Mercury","RouteOne","107830","6/11/2019","",""
"BOA - TEXAS - AutoNation Ford Fort Worth","AutoNation","108039","2/5/2020","",""
"BOA - TX - AutoNation Ford Mazda Fort Worth - Project -","AutoNation","108039","11/9/2017","",""
"BOA - FL - Autonation Honda Hollywood - Project -","AutoNation","108136","11/9/2017","",""
"BOA - CA - House Of Imports - Project -","AutoNation","108240","11/13/2017","",""
"BOA - TX - Mercedes-Benz Of Houston Greenway - Project -","AutoNation","108241","11/9/2017","",""
"BOA - TX - Mercedes-Benz Of Houston North - Project -","AutoNation","108242","11/9/2017","",""
"BOA - TX - AutoNation Chevrolet North Richland HIlls - Project -","AutoNation","108297","11/13/2017","",""
"BOA - FLORIDA - Deland Chrysler Jeep Dodge Ram","RouteOne","108359","7/5/2019","",""
"BOA - TX -  BMW Of Houston North - Project -","AutoNation","108498","11/13/2017","",""
"BOA - NEBRASKA - Janssen And Sons Ford","Inventory Delay","108728","11/15/2019","","janssenandsonsfordlend"
"BOA - TX - Autonation Toyota Scion Gulf Freeway - Project -","AutoNation","108746","11/13/2017","",""
"BOA - TX -  AutoNation Honda Lewisville - Project -","AutoNation","108970","11/13/2017","",""
"BOA - FL - AutoNation Chevrolet South Clearwater - Project -","AutoNation","108986","11/13/2017","",""
"BOA - FL - AutoNation Ford Brooksville - Project -","AutoNation","108987","11/13/2017","",""
"BOA - CA - AutoNation Ford Tustin - Project -","AutoNation","109071","11/6/2017","",""
"BOA - CA - AutoNation Infiniti Tustin - Project -","AutoNation","109073","11/13/2017","",""
"BOA - CO - AutoNation Chevrolet North - Project -","AutoNation","109124","11/13/2017","",""
"BOA - CO - AutoNation Chrysler Jeep West - Project -","AutoNation","109125","11/13/2017","",""
"BOA - CO - AutoNation Chrysler Jeep Broadway - Project -","AutoNation","109126","11/13/2017","",""
"BOA - CO - AutoNation Dodge Ram Arapahoe - Project -","AutoNation","109127","11/13/2017","",""
"BOA - CO - AutoNation Honda 104 - Project -","AutoNation","109132","11/13/2017","",""
"BOA - CO - AutoNation Hyundai 104 - Project -","AutoNation","109137","11/13/2017","",""
"BOA - COLORADO - AutoNation Buick GMC Park Meadows","AutoNation","109138","1/22/2020","",""
"BOA - COLORADO - AutoNation Buick GMC Park Meadows","AutoNation","109138","2/16/2020","",""
"BOA - CO - AutoNation Buick GMC West - Project -","AutoNation","109139","11/13/2017","",""
"BOA - CO - AutoNation Subaru Arapahoe - Project -","AutoNation","109140","11/13/2017","",""
"BOA - CO - AutoNation Subaru West - Project -","AutoNation","109141","11/13/2017","",""
"BOA - COLORADO - AutoNation Toyota Arapahoe","AutoNation","109142","3/27/2020","",""
"BOA - MS - John O'Neill Johnson Toy - Project -","RouteOne","109173","11/1/2017","",""
"BOA - NV - AutoNation Volkswagen Las Vegas - Project -","AutoNation","109304","11/13/2017","",""
"BOA - NV - BMW of Las Vegas - Project -","AutoNation","109305","11/13/2017","",""
"BOA - FL - AutoNation Ford Jacksonville - Project -","AutoNation","109592","11/13/2017","",""
"BOA - FL - Autonation Nissan Miami - Project -","AutoNation","109799","11/14/2017","",""
"BOA - CA - Land Rover South Bay - Project -","AutoNation","109948","11/14/2017","",""
"BOA - IL - Audi  Westmont - Project -","AutoNation","110047","11/14/2017","",""
"BOA - IL - Laurel BMW Of Westmont - Project -","AutoNation","110056","11/14/2017","",""
"BOA - CA - AutoNation Toyota Irvine - Project -","AutoNation","110261","11/14/2017","",""
"BOA - AZ - AutoNation Chevrolet Arrowhead - Project -","AutoNation","110511","11/14/2017","",""
"BOA - AZ - AutoNation Ford Scottsdale - Project -","AutoNation","110512","11/14/2017","",""
"BOA - VA - AutoNation Toyota Scion Leesburg - Project -","AutoNation","110518","11/14/2017","",""
"BOA - ILLINOIS - Bentley Downers Grove","DT Enrollment Needed","110588","9/23/2019","",""
"BOA - CA - AutoNation Ford Valencia - Project -","AutoNation","110710","11/14/2017","",""
"BOA - FL - AutoNation Chevrolet Pembroke Pines - Project -","AutoNation","110887","11/14/2017","",""
"BOA - ILLINOIS - McGrath Lexus Of Chicago","RouteOne","111136","12/3/2019","","mcgrathlexusofchicagolend"
"BOA - ILLINOIS - McGrath Lexus","RouteOne","111139","11/13/2019","",""
"BOA - NEW YORK - Meadowland Of Carmel","RouteOne","111194","2/10/2020","",""
"BOA - CALIFORNIA - Motor City Lexus Bakersfield","Inventory Delay","111609","8/28/2019","motorcitylexusofbakersfiellend",""
"BOA - CA - Autonation Toyota Cerritos - Project -","AutoNation","111866","11/14/2017","",""
"BOA - FL - Autonation Toyota Scion Weston - Project -","AutoNation","111867","11/14/2017","",""
"BOA - OH - AutoNation Ford East - Project -","AutoNation","111879","11/14/2017","",""
"BOA - FL - Autonation Ford Margate - Project -","AutoNation","111881","11/14/2017","",""
"BOA - TX - AutoNation Ford South Fort Worth - Project -","AutoNation","112124","11/14/2017","",""
"BOA - MASSACHUSETTS - Ira Toyota","RouteOne","112251","9/21/2018","",""
"BOA - GA - AutoNation Chevrolet Northpoint - Project -","AutoNation","112311","11/14/2017","",""
"BOA - WA - BMW Of Bellevue - Project -","AutoNation","112338","11/14/2017","",""
"BOA - TX - AutoNation Ford Mazda Corpus Christi - Project -","AutoNation","112618","11/14/2017","",""
"BOA - SOUTH CAROLINA - Beach Mazda","DT Enrollment Needed","112870","4/6/2020","beachimportsllclend",""
"BOA - ILLINOIS - Perillo Pre-Owned Outlet","RouteOne","112992","1/29/2020","perillopreownedoutletlend",""
"BOA - CA - AutoNation Acura South Bay - Project -","AutoNation","113067","11/14/2017","",""
"BOA - CA - AutoNation Ford Torrance - Project -","AutoNation","113068","11/14/2017","",""
"BOA - TX - AutoNation Chevrolet Amarillo - Project -","AutoNation","113196","11/14/2017","",""
"BOA - TX - AutoNation Honda South Corpus Christi - Project -","AutoNation","113312","11/14/2017","",""
"BOA - TX - AutoNation Buick GMC Corpus Christi - Project -","AutoNation","113316","11/14/2017","",""
"BOA - ARKANSAS - Ramsey Motor Company","Inventory Delay","113805","11/25/2019","ramseymotorcompanyinclend",""
"BOA - FL - Autonation Nissan Pembroke Pines - Project -","AutoNation","114056","11/14/2017","",""
"BOA - CA - AutoNation Chrysler Dodge Jeep Ram Roseville - Project -","AutoNation","114499","11/14/2017","",""
"BOA - NV - AutoNation Honda East Las Vegas - Project -","AutoNation","114759","11/14/2017","",""
"BOA - NV - AutoNation Nissan Las Vegas - Project -","AutoNation","114760","11/14/2017","",""
"BOA - CA - Mercedes-Benz of Stevens Creek - Project -","AutoNation","115802","11/14/2017","",""
"BOA - CA - Mercedes-Benz Of South Bay - Project -","AutoNation","115913","11/14/2017","",""
"BOA - TX - AutoNation Ford Burleson - Project -","AutoNation","116027","11/14/2017","",""
"BOA - FL - Autonation Chevrolet Greenacres - Project -","AutoNation","116282","11/14/2017","",""
"BOA - CA - AutoNation Acura Stevens Creek - Project -","AutoNation","116318","11/14/2017","",""
"BOA - ALABAMA - King Acura","Inventory Delay","116525","1/24/2020","",""
"BOA - GA - AutoNation Honda Thornton Road - Project -","AutoNation","116625","11/9/2017","",""
"BOA - FL - AutoNation Toyota Pinellas Park - Project -","AutoNation","116626","11/9/2017","",""
"BOA - CA - Land Rover Encino - Project -","AutoNation","116843","11/14/2017","",""
"BOA - TX - AutoNation Ford Arlington - Project -","AutoNation","116849","11/14/2017","",""
"BOA - TX - AutoNation Ford Katy - Project -","AutoNation","116851","11/14/2017","",""
"BOA - CA - AutoNation Toyota Buena Park - Project -","AutoNation","117341","11/14/2017","",""
"BOA - NV - AutoNation Toyota Scion Las Vegas - Project -","AutoNation","117382","11/14/2017","",""
"BOA - CA - Valencia BMW - Project -","AutoNation","117667","11/14/2017","",""
"BOA - CA - AutoNation Chevrolet Valencia - Project -","AutoNation","117668","11/14/2017","",""
"BOA - CA - AutoNation Honda Valencia - Project -","AutoNation","117671","11/14/2017","",""
"BOA - CA - Roseville BMW - Project -","AutoNation","117755","11/14/2017","",""
"BOA - IL - AutoNation Toyota Libertyville - Project -","AutoNation","117871","11/14/2017","",""
"BOA - CALIFORNIA - Vista Ford Lincoln","RouteOne","117919","2/18/2020","",""
"BOA - CALIFORNIA - Volkswagen Santa Monica","RouteOne","117940","7/10/2019","",""
"BOA - TN - AutoNation Honda West Knoxville - Project -","AutoNation","118279","11/9/2017","",""
"BOA - TX - AutoNation Chevrolet Cadillac - Project -","AutoNation","118324","11/14/2017","",""
"BOA - KANSAS - Womack Sunshine Ford","Inventory Delay","118656","3/29/2019","",""
"BOA - OH - AutoNation Ford Westlake - Project -","AutoNation","118872","11/14/2017","",""
"BOA - FL - AutoNation Ford Lincoln Orange Park - Project -","AutoNation","118899","11/9/2017","",""
"BOA - NEBRASKA - Husker Chevrolet","RouteOne","118953","5/16/2019","",""
"BOA - GA - AutoNation Toyota Thornton Road - Project -","AutoNation","119071","11/14/2017","",""
"BOA - MARYLAND - Pohanka Of Salisbury","Inventory Delay","122770","2/13/2020","",""
"BOA - OH - AutoNation Ford North Canton - Project -","AutoNation","123583","11/14/2017","",""
"BOA - NEW JERSEY - Ace Motors Sales Inc  Ford","RouteOne","123747","8/23/2019","",""
"BOA - NEBRASKA - GATEWAY MOTORS INC","RouteOne","124213","5/10/2019","",""
"BOA - VERMONT - Handy Buick GMC Cadillac","RouteOne","124970","6/11/2019","",""
"BOA - CALIFORNIA - American Chevrolet","RouteOne","125916","5/16/2019","",""
"BOA - IL - AUTONATION HYUNDAI O'HARE - Project -","AutoNation","129388","11/14/2017","",""
"BOA - CALIFORNIA - Simi Valley Ford","RouteOne","129763","6/4/2019","",""
"BOA - WISCONSIN - Don Johnson's Hayward Motors Inc","RouteOne","130131","5/6/2019","",""
"BOA - CALIFORNIA - Redwood Ford","RouteOne","131271","8/23/2019","",""
"BOA - FL - Autonation Honda Miami Lakes - Project -","AutoNation","131916","11/14/2017","",""
"BOA - MISSOURI - Chillicothe Ford Linc Merc","RouteOne","132904","5/16/2019","",""
"BOA - IL - AUTONATION HONDA O'HARE - Project -","AutoNation","132988","11/14/2017","",""
"BOA - AL - AutoNation Ford Mobile - Project -","AutoNation","134595","11/14/2017","",""
"BOA - AZ - AutoNation Chevrolet Mesa - Project -","AutoNation","134604","11/14/2017","",""
"BOA - TN - AutoNation Honda 385 - Project -","AutoNation","134884","11/9/2017","",""
"BOA - TN - AutoNation Nissan Memphis - Project -","AutoNation","134886","11/14/2017","",""
"BOA - MARYLAND - CARMAX BRANDYWINE 7257","No Dealer Contact Info","135060","11/4/2019","",""
"BOA - CALIFORNIA - Monarch Ford","DT Enrollment Needed","135449","3/10/2020","monarchfordlend",""
"BOA - MD - AutoNation Chevrolet Timonium - Project -","AutoNation","137727","11/14/2017","",""
"BOA - MAINE - Emerson Chevrolet Buick","RouteOne","137750","7/11/2019","emersonchevroletbuickinclend",""
"BOA - MISSISSIPPI - Natchez Ford Lincoln Mercury","RouteOne","138291","2/10/2020","natchezfordlincolnmercuryilend",""
"BOA - SOUTH CAROLINA - Burns Ford Mercury Inc","RouteOne","140073","6/11/2019","",""
"BOA - SOUTH CAROLINA - Piedmont Chrysler Jeep Dodge","Inventory Delay","140162","8/31/2019","",""
"BOA - FL - AutoNation Toyota Winter Park - Project -","AutoNation","142138","11/14/2017","",""
"BOA - FL - AutoNation Honda Sanford - Project -","AutoNation","142139","11/14/2017","",""
"BOA - FL - Autonation Chrysler Dodge Jeep Ram Pembroke Pines - Project -","AutoNation","142162","11/14/2017","",""
"BOA - OH - AutoNation Ford Amherst - Project -","AutoNation","142231","11/14/2017","",""
"BOA - MARYLAND - Len Stoler Ford-Porsche-Audi","RouteOne","144234","7/5/2019","",""
"BOA - TN - AutoNation Ford Lincoln Wolfchase - Project -","AutoNation","144842","11/9/2017","",""
"BOA - NEW YORK - Ki Po Mtrs Suzuki Of Lockport","DMKT - Prod - Client Non-Responsive","145704","10/29/2019","",""
"BOA - MN - AutoNation Ford White Bear Lake - Project -","AutoNation","145917","11/14/2017","",""
"BOA - MARYLAND - Pohanka Volkswagen Salisbury","Inventory Delay","152492","7/16/2019","",""
"BOA - CALIFORNIA - Riverside Hyundai","Inventory Delay","153226","11/26/2019","",""
"BOA - LOUISIANA - Autoplex 2000 Sulphur","DMKT - Prod - Reason (noted/explained in DNA ticket)","153251","10/29/2019","","autoplex2000preownedsuperstlend"
"BOA - NEW YORK - Courtesy Pontiac Buick Gmc Inc","DT Enrollment Needed","153462","10/15/2019","",""
"BOA - MISSOURI - Ron Hulett Automotive Inc","RouteOne","153781","6/19/2019","",""
"BOA - NEBRASKA - Jerry Spady Cadillac GMC","RouteOne","153966","4/3/2019","",""
"BOA - NEBRASKA - Wagner Ford","Inventory Delay","157007","5/17/2019","wagnerfordwagnertoyotalend",""
"BOA - NJ - Weisleder Ford Lincoln - Project -","RouteOne","158026","10/24/2017","",""
"BOA - PENNSYLVANIA - CARMAX KING OF PRUSSIA 7271","No Dealer Contact Info","158314","11/4/2019","",""
"BOA - ALABAMA - Courtesy Buick Gmc","RouteOne","158318","7/2/2019","",""
"BOA - ARIZONA - Lake Powell Ford","Inventory Delay","160071","1/23/2020","",""
"BOA - MINNESOTA - Cloquet Ford Chrysler Ce","Inventory Delay","160707","1/21/2020","",""
"BOA - TEXAS - Moritz Chrysler Jeep","DT Enrollment Needed","163686","3/10/2020","moritzchryslerjeepltdlend",""
"BOA - SOUTH CAROLINA - Low Country Volkswagen","DMKT - Prod - Reason (noted/explained in DNA ticket)","179419","11/26/2019","",""
"BOA - WA - AutoNation Subaru Spokane Valley - Project -","AutoNation","186140","11/14/2017","",""
"BOA - TEXAS - Classic Chevrolet Buick GMC of Cleburne","RouteOne","186181","4/6/2018","",""
"BOA - MARYLAND - Pohanka Toyota","Inventory Delay","191845","7/15/2019","",""
"BOA - OKLAHOMA - BYFORD MOTOR COMPANY","RouteOne","197278","7/5/2019","",""
"BOA - TEXAS - Sterling Mccall Nissan","RouteOne","198739","9/20/2018","",""
"BOA - NORTH CAROLINA - Capital Ford of Charlotte Inc","DT Enrollment Needed","199286","7/5/2019","",""
"BOA - MISSOURI - Les Jacobs Ford","RouteOne","204180","8/28/2019","",""
"BOA - KANSAS - John K Fisher Inc","RouteOne","204263","5/16/2019","",""
"BOA - MISSISSIPPI - Cannon Chrysler Dodge Jeep Ram","Inventory Delay","225704","10/23/2019","",""
"BOA - CA - BMW Of Fremont - Project -","AutoNation","232671","11/14/2017","",""
"BOA - GEORGIA - Five Star Chrysler Dodge Jeep Ram","Inventory Delay","233019","2/16/2020","",""
"BOA - FLORIDA - Car Factory Outlet","RouteOne","234559","4/6/2018","",""
"BOA - CALIFORNIA - Autonation Subaru Roseville","AutoNation","234608","6/10/2019","",""
"BOA - LOUISIANA - Terrebonne Lincoln Barker Mazda","DT Enrollment Needed","242905","9/21/2019","terrebonnelincolnbarkermazdalend",""
"BOA - GEORGIA - WOODY FOLSOM CHRYSLER DODGE JE","DT Enrollment Needed","246495","3/10/2020","woodyfolsomchryslerdodgejbaxleylend",""
"BOA - MISSISSIPPI - Centreville Motors Ford","RouteOne","250244","2/5/2019","",""
"BOA - GEORGIA - CarMax Buckhead - Car Buying Center","No Dealer Contact Info","251219","4/15/2020","",""
"BOA - NV - MINI of Las Vegas - Project -","AutoNation","258088","11/14/2017","",""
"BOA - Day's Chevrolet of Jasper - Project -","RouteOne","263573","7/28/2017","",""
"BOA - OKLAHOMA - Jack Kissee Ford","RouteOne","265293","6/4/2019","",""
"BOA - NY - Rock City Chrysler Jeep Dodge - Project -","RouteOne","287234","9/19/2017","",""
"BOA - CALIFORNIA - Toyota Santa Monica","RouteOne","291656","7/10/2019","",""
"BOA - KANSAS - Chrysler Corner Inc.","RouteOne","300040","6/11/2019","",""
"BOA - CALIFORNIA - FIAT OF GLENDALE","RouteOne","308083","8/27/2019","",""
"BOA - FLORIDA - Airport Kia","DMKT - Prod - Reason (noted/explained in DNA ticket)","325527","10/3/2019","airportkialend","airportkialend"
"BOA - TX - AutoNation Toyota Scion Corpus Christi - Project -","AutoNation","326866","11/14/2017","",""
"BOA - TX - AutoNation Chevrolet Cadillac South Corpus Christi - Project -","AutoNation","326867","11/14/2017","",""
"BOA - CO - Infiniti Of Denver - Project -","Failure to Launch","337987","10/19/2017","",""
"BOA - NEW YORK - Spurr Chevrolet Buick GMC Subura","DT Enrollment Needed","349827","1/24/2020","spurrchevroletbuickgmcllclend",""
"BOA - ARIZONA - Royal Buick GMC Cadillac","DT Enrollment Needed","367373","1/29/2020","royalcadillacroyalbuickgmclend",""
"BOA - WA - AutoNation Honda Spokane Valley - Project -","AutoNation","367486","11/14/2017","",""
"BOA - WA - AutoNation Acura Spokane Valley - Project -","AutoNation","367487","11/14/2017","",""
"BOA - CO - AutoNation Chrysler Dodge Jeep Ram Southwest - Project -","AutoNation","377923","11/14/2017","",""
"BOA - TEXAS - Bayshore Chysler Jeep Dodge","DT Enrollment Needed","379861","6/10/2019","",""
"BOA - NEVADA - Prestige Chrysler Jeep Dodge","RouteOne","386134","8/28/2019","",""
"BOA - CALIFORNIA - Central Ford","DT Enrollment Needed","407311","3/27/2020","centralfordsouthgatelend",""
"BOA - PENNSYLVANIA - Chapman Chrylser Jeep","RouteOne","418944","6/28/2019","",""
"BOA - PENNSYLVANIA - Monroeville Chrysler Jeep","RouteOne","436325","6/28/2019","",""
"BOA - SC - CREWS CHEVROLET - Project -","RouteOne","437674","11/1/2017","",""
"BOA - GA - AutoNation Hyundai Mall Of Georgia - Project -","AutoNation","439491","11/14/2017","",""
"BOA - GA - AutoNation Toyota Mall Of Georgia - Project -","AutoNation","439492","11/14/2017","",""
"BOA - CALIFORNIA - Penske Chevrolet Of Ce","RouteOne","440374","5/29/2019","",""
"BOA - CA - Mini Of Stevens Creek - Project -","AutoNation","442808","11/14/2017","",""
"BOA - GEORGIA - JIM ELLIS BUICK GMC","RouteOne","442965","6/21/2019","",""
"BOA - NEBRASKA - Old Mill Toyota","RouteOne","445017","5/17/2019","",""
"BOA - INDIANA - CarMax Ft Wayne","DT Enrollment Needed","458450","3/10/2020","",""
"BOA - TENNESSEE - CarMax Murfreesboro","DT Enrollment Needed","460390","4/15/2020","",""
"BOA - TEXAS - Jerry Durant Chevrolet Buick GMC","DT Enrollment Needed","460586","7/2/2020","",""
"BOA - CALIFORNIA - Gilroy Buick GMC","DT Enrollment Needed","461085","4/14/2020","gilroybuickgmc6600automallpkwylend",""
"BOA - KANSAS - VALOR FORD","DT Enrollment Needed","461105","7/2/2020","",""
"BOA - KANSAS - Valor Chrysler Dodge Jeep Ram","DT Enrollment Needed","461263","4/6/2020","valorcdjrinclend",""
"BOA - TEXAS - PETERS AUTOSPORTS","DT Enrollment Needed","462227","4/15/2020","petersautosportslend",""
"BOA - TEXAS - All Star Family Ford","RouteOne","466732","6/28/2019","",""
"BOA - CALIFORNIA - Galpin Volkswagen","RouteOne","469821","12/13/2018","",""
"BOA - FLORIDA - CarMax Bradenton 6103","DT Enrollment Needed","475159","4/14/2020","",""
"BOA - FLORIDA - Gunther Volkswagen of Daytona","Inventory Delay","482505","5/14/2020","",""
"BOA - WA - AutoNation Ford Bellevue - Project -","AutoNation","482567","11/14/2017","",""
"BOA - ALABAMA - Voyles Chrysler Dodge Jeep Ram of Birmingham","DT Enrollment Needed","485695","4/15/2020","voyleschryslerdodgejeepramlend",""
"BOA - MINNESOTA - Mankato Ford","DT Enrollment Needed","485709","5/5/2020","",""
"BOA - NEW YORK - SPURR USED CAR OUTLET LLC","DT Enrollment Needed","491456","5/18/2020","",""
"BOA - PENNSYLVANIA - Patriot Chevrolet of Warminster","DT Enrollment Needed","494322","4/30/2020","",""
"BOA - NEW YORK - Biener Ford","DT Enrollment Needed","495176","5/18/2020","",""
"BOA - OHIO - Toyota West","DT Enrollment Needed","495204","4/6/2020","",""
"BOA - TEXAS - CARMAX DENTON","Inventory Delay","495244","3/10/2020","",""
"BOA - AZ - Audi Of Peoria - Project -","AutoNation","497719","11/14/2017","",""
"BOA - TEXAS - Ware Chevrolet Buick","DT Enrollment Needed","499253","3/10/2020","warechevroletbuicklend",""
"BOA - CALIFORNIA - CARMAX PALM DESERT","DT Enrollment Needed","501258","3/10/2020","",""
"BOA - WISCONSIN - Carmax Millwaukee Waukesha 7178","No Dealer Contact Info","503024","11/4/2019","",""
"BOA - CALIFORNIA - CARMAX ESCONDIDO 7654","No Dealer Contact Info","503135","11/4/2019","",""
"BOA - UTAH - CARMAX SALT LAKE CITY 7167","No Dealer Contact Info","503189","11/4/2019","",""
"BOA - MASSACHUSETTS - CarMax N Attleboroug 7262","No Dealer Contact Info","503397","11/4/2019","",""
"BOA - PENNSYLVANIA - CARMAX LANCASTER 7233","No Dealer Contact Info","503528","11/4/2019","",""
"BOA - TENNESSEE - CARMAX CHATTANOOGA 7186","No Dealer Contact Info","503546","11/4/2019","",""
"BOA - NORTH CAROLINA - CAPITAL CHEVROLET BUICK GMC OF LEXINGTON","DT Enrollment Needed","507506","10/15/2019","",""
"BOA - NORTH CAROLINA - CAPITAL CHEVROLET BUICK GMC OF LEXINGTON","DT Enrollment Needed","507506","4/28/2020","capitalchevroletoflexingtonnclend",""
"BOA - CALIFORNIA - Stevens Creek Cadillac","DT Enrollment Needed","507546","5/18/2020","",""
"BOA - GEORGIA - CarMax Athens","DT Enrollment Needed","508826","3/10/2020","",""
"BOA - OKLAHOMA - Audi Oklahoma City","DMKT - Prod - Client Non-Responsive","510634","10/9/2019","",""
"BOA - CALIFORNIA - Jaguar Land Rover Newport Beach","Inventory Delay","511502","1/22/2020","jaguarlandrovernewportbeachlend",""
"BOA - NEBRASKA - JANSSEN BUICK GMC","DT Enrollment Needed","512667","10/28/2019","janssenbuickgmclend",""
"BOA - MASSACHUSETTS - Blasius Boston","DT Enrollment Needed","512953","4/1/2020","blasiusbostonlend",""
"BOA - FLORIDA - Bomnin Cadillac Chevrolet Homestead","DT Enrollment Needed","514337","4/21/2020","bomninchevrolethomesteadlend",""
"BOA - TEXAS - CarMax Killeen","DT Enrollment Needed","514628","3/10/2020","",""
"BOA - TEXAS - CarMax Pharr","DT Enrollment Needed","516435","3/10/2020","",""
"BOA - TEXAS - Holiday Ford Gordon","RouteOne","516541","9/12/2019","",""
"BOA - FL - AutoNation Toyota Fort Myers - Project -","AutoNation","518654","11/14/2017","",""
"BOA - MICHIGAN - Shea Chevrolet","RouteOne","520178","7/8/2019","",""
"BOA - GEORGIA - Jim Ellis Maserati Atlanta","RouteOne","520888","6/21/2019","",""
"BOA - ALABAMA - BILL JACKSON FORD","RouteOne","524458","9/19/2019","",""
"BOA - NEW MEXICO - Sandia BMW/Mini","Inventory Delay","526987","10/8/2019","sandiabmwminilend",""
"BOA - KENTUCKY - HENDERSON FORD","RouteOne","528243","9/16/2019","",""
"BOA - IOWA - Carousel Nissan","Inventory Delay","530413","8/30/2019","",""
